Time,hall_up,hall_down,car_calls,people_in,people_out,total_stops,maint_events,hour,minute,day_of_week,day_name,is_weekend,total_demand
2025/11/4 4:10,0,0,0,0,0,0,0,4,10,1,Tuesday,FALSE,0
2025/11/4 4:15,0,0,0,0,0,0,0,4,15,1,Tuesday,FALSE,0
2025/11/4 4:20,0,0,0,0,0,0,0,4,20,1,Tuesday,FALSE,0
2025/11/4 4:25,0,0,0,0,0,0,0,4,25,1,Tuesday,FALSE,0
2025/11/4 4:30,0,0,0,0,0,0,0,4,30,1,Tuesday,FALSE,0
2025/11/4 4:35,0,0,0,0,0,0,0,4,35,1,Tuesday,FALSE,0
2025/11/4 4:40,0,0,0,0,0,0,0,4,40,1,Tuesday,FALSE,0
2025/11/4 4:45,0,0,0,0,0,0,0,4,45,1,Tuesday,FALSE,0
2025/11/4 4:50,0,0,0,0,0,0,0,4,50,1,Tuesday,FALSE,0
2025/11/4 4:55,0,0,0,0,0,0,0,4,55,1,Tuesday,FALSE,0
2025/11/4 5:00,0,0,0,0,0,0,0,5,0,1,Tuesday,FALSE,0
2025/11/4 5:05,0,0,0,0,0,0,0,5,5,1,Tuesday,FALSE,0
2025/11/4 5:10,0,0,0,0,0,0,0,5,10,1,Tuesday,FALSE,0
2025/11/4 5:15,0,0,0,0,0,0,0,5,15,1,Tuesday,FALSE,0
2025/11/4 5:20,0,0,0,0,0,0,0,5,20,1,Tuesday,FALSE,0
2025/11/4 5:25,0,0,0,0,0,0,0,5,25,1,Tuesday,FALSE,0
2025/11/4 5:30,2,0,2,1,1,0,0,5,30,1,Tuesday,FALSE,4
2025/11/4 5:35,7,0,7,6,9,13,0,5,35,1,Tuesday,FALSE,14
2025/11/4 5:40,0,0,0,0,1,3,0,5,40,1,Tuesday,FALSE,0
2025/11/4 5:45,0,0,0,0,0,0,0,5,45,1,Tuesday,FALSE,0
2025/11/4 5:50,0,0,0,0,0,0,0,5,50,1,Tuesday,FALSE,0
2025/11/4 5:55,0,0,0,0,0,0,0,5,55,1,Tuesday,FALSE,0
2025/11/4 6:00,0,0,0,0,0,0,0,6,0,1,Tuesday,FALSE,0
2025/11/4 6:05,0,1,1,1,2,2,0,6,5,1,Tuesday,FALSE,2
2025/11/4 6:10,0,0,0,0,0,0,0,6,10,1,Tuesday,FALSE,0
2025/11/4 6:15,0,0,0,0,0,0,0,6,15,1,Tuesday,FALSE,0
2025/11/4 6:20,0,0,0,0,0,0,0,6,20,1,Tuesday,FALSE,0
2025/11/4 6:25,2,0,2,2,1,3,0,6,25,1,Tuesday,FALSE,4
2025/11/4 6:30,2,0,3,2,3,7,0,6,30,1,Tuesday,FALSE,5
2025/11/4 6:35,2,0,2,2,2,4,0,6,35,1,Tuesday,FALSE,4
2025/11/4 6:40,1,0,1,1,1,3,0,6,40,1,Tuesday,FALSE,2
2025/11/4 6:45,5,0,4,4,3,7,0,6,45,1,Tuesday,FALSE,9
2025/11/4 6:50,3,0,4,4,5,9,0,6,50,1,Tuesday,FALSE,7
2025/11/4 6:55,4,0,3,4,5,6,0,6,55,1,Tuesday,FALSE,7
2025/11/4 7:00,2,0,3,3,3,6,0,7,0,1,Tuesday,FALSE,5
2025/11/4 7:05,0,1,1,1,1,2,0,7,5,1,Tuesday,FALSE,2
2025/11/4 7:10,3,1,4,4,3,7,0,7,10,1,Tuesday,FALSE,8
2025/11/4 7:15,3,2,4,8,8,9,0,7,15,1,Tuesday,FALSE,9
2025/11/4 7:20,1,0,1,1,2,2,0,7,20,1,Tuesday,FALSE,2
2025/11/4 7:25,3,3,8,11,11,13,0,7,25,1,Tuesday,FALSE,14
2025/11/4 7:30,1,1,3,5,3,6,0,7,30,1,Tuesday,FALSE,5
2025/11/4 7:35,3,0,3,5,3,1,0,7,35,1,Tuesday,FALSE,6
2025/11/4 7:40,2,3,6,7,9,12,0,7,40,1,Tuesday,FALSE,11
2025/11/4 7:45,1,0,1,2,2,2,0,7,45,1,Tuesday,FALSE,2
2025/11/4 7:50,1,0,1,1,1,2,0,7,50,1,Tuesday,FALSE,2
2025/11/4 7:55,2,4,5,4,5,8,0,7,55,1,Tuesday,FALSE,11
2025/11/4 8:00,5,1,8,8,6,11,0,8,0,1,Tuesday,FALSE,14
2025/11/4 8:05,3,0,3,5,4,4,0,8,5,1,Tuesday,FALSE,6
2025/11/4 8:10,0,3,3,6,4,6,0,8,10,1,Tuesday,FALSE,6
2025/11/4 8:15,1,0,1,1,2,3,0,8,15,1,Tuesday,FALSE,2
2025/11/4 8:20,4,1,5,6,6,8,0,8,20,1,Tuesday,FALSE,10
2025/11/4 8:25,3,0,3,3,3,4,0,8,25,1,Tuesday,FALSE,6
2025/11/4 8:30,6,4,10,10,8,15,0,8,30,1,Tuesday,FALSE,20
2025/11/4 8:35,5,0,6,7,7,10,0,8,35,1,Tuesday,FALSE,11
2025/11/4 8:40,6,2,8,10,6,13,0,8,40,1,Tuesday,FALSE,16
2025/11/4 8:45,8,3,9,11,12,19,0,8,45,1,Tuesday,FALSE,20
2025/11/4 8:50,7,1,9,12,9,15,0,8,50,1,Tuesday,FALSE,17
2025/11/4 8:55,10,0,13,15,17,22,0,8,55,1,Tuesday,FALSE,23
2025/11/4 9:00,8,7,13,14,14,23,0,9,0,1,Tuesday,FALSE,28
2025/11/4 9:05,10,1,16,17,16,24,0,9,5,1,Tuesday,FALSE,27
2025/11/4 9:10,8,3,11,11,14,22,0,9,10,1,Tuesday,FALSE,22
2025/11/4 9:15,11,2,20,25,20,27,0,9,15,1,Tuesday,FALSE,33
2025/11/4 9:20,12,5,34,35,38,50,0,9,20,1,Tuesday,FALSE,51
2025/11/4 9:25,15,2,28,31,30,39,0,9,25,1,Tuesday,FALSE,45
2025/11/4 9:30,15,4,35,39,48,55,0,9,30,1,Tuesday,FALSE,54
2025/11/4 9:35,20,11,39,46,43,49,0,9,35,1,Tuesday,FALSE,70
2025/11/4 9:40,14,10,50,64,65,67,0,9,40,1,Tuesday,FALSE,74
2025/11/4 9:45,20,7,40,51,65,64,0,9,45,1,Tuesday,FALSE,67
2025/11/4 9:50,20,5,53,64,59,66,0,9,50,1,Tuesday,FALSE,78
2025/11/4 9:55,21,9,58,69,83,81,0,9,55,1,Tuesday,FALSE,88
2025/11/4 10:00,25,7,49,90,96,77,0,10,0,1,Tuesday,FALSE,81
2025/11/4 10:05,34,9,53,82,82,79,0,10,5,1,Tuesday,FALSE,96
2025/11/4 10:10,27,10,68,118,111,85,0,10,10,1,Tuesday,FALSE,105
2025/11/4 10:15,25,12,60,88,96,81,0,10,15,1,Tuesday,FALSE,97
2025/11/4 10:20,26,8,67,96,98,87,0,10,20,1,Tuesday,FALSE,101
2025/11/4 10:25,20,8,60,122,119,78,0,10,25,1,Tuesday,FALSE,88
2025/11/4 10:30,28,14,59,146,162,83,0,10,30,1,Tuesday,FALSE,101
2025/11/4 10:35,27,15,70,166,165,89,0,10,35,1,Tuesday,FALSE,112
2025/11/4 10:40,28,19,66,169,181,88,0,10,40,1,Tuesday,FALSE,113
2025/11/4 10:45,27,20,61,151,142,86,0,10,45,1,Tuesday,FALSE,108
2025/11/4 10:50,32,21,75,146,146,92,0,10,50,1,Tuesday,FALSE,128
2025/11/4 10:55,26,25,66,158,168,85,0,10,55,1,Tuesday,FALSE,117
2025/11/4 11:00,25,19,62,121,127,88,0,11,0,1,Tuesday,FALSE,106
2025/11/4 11:05,29,39,64,124,128,91,0,11,5,1,Tuesday,FALSE,132
2025/11/4 11:10,30,43,69,108,119,94,0,11,10,1,Tuesday,FALSE,142
2025/11/4 11:15,24,23,62,129,118,87,0,11,15,1,Tuesday,FALSE,109
2025/11/4 11:20,29,35,62,102,117,91,0,11,20,1,Tuesday,FALSE,126
2025/11/4 11:25,31,21,60,95,100,86,0,11,25,1,Tuesday,FALSE,112
2025/11/4 11:30,17,26,46,67,73,77,0,11,30,1,Tuesday,FALSE,89
2025/11/4 11:35,23,26,51,77,75,77,0,11,35,1,Tuesday,FALSE,100
2025/11/4 11:40,15,31,44,61,57,68,0,11,40,1,Tuesday,FALSE,90
2025/11/4 11:45,25,22,38,54,62,69,0,11,45,1,Tuesday,FALSE,85
2025/11/4 11:50,13,36,35,61,49,61,0,11,50,1,Tuesday,FALSE,84
2025/11/4 11:55,19,46,45,90,104,75,0,11,55,1,Tuesday,FALSE,110
2025/11/4 12:00,22,69,52,160,142,90,0,12,0,1,Tuesday,FALSE,143
2025/11/4 12:05,20,64,45,189,168,80,0,12,5,1,Tuesday,FALSE,129
2025/11/4 12:10,20,69,58,209,207,88,0,12,10,1,Tuesday,FALSE,147
2025/11/4 12:15,17,79,43,204,193,85,0,12,15,1,Tuesday,FALSE,139
2025/11/4 12:20,18,68,52,183,175,84,0,12,20,1,Tuesday,FALSE,138
2025/11/4 12:25,19,66,42,195,204,79,0,12,25,1,Tuesday,FALSE,127
2025/11/4 12:30,14,69,44,191,189,86,0,12,30,1,Tuesday,FALSE,127
2025/11/4 12:35,17,74,54,188,200,91,0,12,35,1,Tuesday,FALSE,145
2025/11/4 12:40,17,60,56,174,178,85,0,12,40,1,Tuesday,FALSE,133
2025/11/4 12:45,15,57,52,160,165,92,0,12,45,1,Tuesday,FALSE,124
2025/11/4 12:50,16,63,59,173,154,88,0,12,50,1,Tuesday,FALSE,138
2025/11/4 12:55,16,59,52,126,150,88,0,12,55,1,Tuesday,FALSE,127
2025/11/4 13:00,20,49,60,175,182,87,0,13,0,1,Tuesday,FALSE,129
2025/11/4 13:05,15,51,60,114,127,86,0,13,5,1,Tuesday,FALSE,126
2025/11/4 13:10,16,44,59,132,132,87,0,13,10,1,Tuesday,FALSE,119
2025/11/4 13:15,17,40,62,107,119,86,0,13,15,1,Tuesday,FALSE,119
2025/11/4 13:20,16,43,60,148,129,84,0,13,20,1,Tuesday,FALSE,119
2025/11/4 13:25,16,33,54,125,138,78,0,13,25,1,Tuesday,FALSE,103
2025/11/4 13:30,20,37,55,124,124,81,0,13,30,1,Tuesday,FALSE,112
2025/11/4 13:35,25,37,54,142,138,78,0,13,35,1,Tuesday,FALSE,116
2025/11/4 13:40,22,31,53,151,160,80,0,13,40,1,Tuesday,FALSE,106
2025/11/4 13:45,18,32,57,159,152,79,0,13,45,1,Tuesday,FALSE,107
2025/11/4 13:50,18,29,56,165,174,68,0,13,50,1,Tuesday,FALSE,103
2025/11/4 13:55,19,32,54,203,191,71,0,13,55,1,Tuesday,FALSE,105
2025/11/4 14:00,24,41,61,222,177,82,0,14,0,1,Tuesday,FALSE,126
2025/11/4 14:05,22,22,57,139,181,77,0,14,5,1,Tuesday,FALSE,101
2025/11/4 14:10,25,32,50,112,116,77,0,14,10,1,Tuesday,FALSE,107
2025/11/4 14:15,28,21,56,97,96,81,0,14,15,1,Tuesday,FALSE,105
2025/11/4 14:20,28,36,53,87,94,84,0,14,20,1,Tuesday,FALSE,117
2025/11/4 14:25,30,37,43,87,84,74,0,14,25,1,Tuesday,FALSE,110
2025/11/4 14:30,17,34,45,85,83,80,0,14,30,1,Tuesday,FALSE,96
2025/11/4 14:35,16,25,43,65,63,65,0,14,35,1,Tuesday,FALSE,84
2025/11/4 14:40,18,30,38,58,59,65,0,14,40,1,Tuesday,FALSE,86
2025/11/4 14:45,14,13,32,43,52,50,0,14,45,1,Tuesday,FALSE,59
2025/11/4 14:50,22,31,42,71,62,68,0,14,50,1,Tuesday,FALSE,95
2025/11/4 14:55,22,27,46,66,75,76,0,14,55,1,Tuesday,FALSE,95
2025/11/4 15:00,20,31,34,60,62,63,0,15,0,1,Tuesday,FALSE,85
2025/11/4 15:05,19,28,41,66,52,65,0,15,5,1,Tuesday,FALSE,88
2025/11/4 15:10,17,29,42,83,95,75,0,15,10,1,Tuesday,FALSE,88
2025/11/4 15:15,14,32,39,60,54,62,0,15,15,1,Tuesday,FALSE,85
2025/11/4 15:20,21,44,42,77,76,78,0,15,20,1,Tuesday,FALSE,107
2025/11/4 15:25,21,41,50,80,70,77,0,15,25,1,Tuesday,FALSE,112
2025/11/4 15:30,20,32,42,67,79,70,0,15,30,1,Tuesday,FALSE,94
2025/11/4 15:35,19,30,45,72,78,68,0,15,35,1,Tuesday,FALSE,94
2025/11/4 15:40,18,33,42,69,62,68,0,15,40,1,Tuesday,FALSE,93
2025/11/4 15:45,16,28,38,58,61,65,0,15,45,1,Tuesday,FALSE,82
2025/11/4 15:50,11,21,26,40,43,42,0,15,50,1,Tuesday,FALSE,58
2025/11/4 15:55,24,42,48,74,55,71,0,15,55,1,Tuesday,FALSE,114
2025/11/4 16:00,13,30,53,85,91,75,0,16,0,1,Tuesday,FALSE,96
2025/11/4 16:05,13,30,33,65,70,58,0,16,5,1,Tuesday,FALSE,76
2025/11/4 16:10,16,20,31,55,60,52,0,16,10,1,Tuesday,FALSE,67
2025/11/4 16:15,15,38,43,64,51,63,0,16,15,1,Tuesday,FALSE,96
2025/11/4 16:20,17,42,36,81,59,64,0,16,20,1,Tuesday,FALSE,95
2025/11/4 16:25,13,23,32,54,91,64,0,16,25,1,Tuesday,FALSE,68
2025/11/4 16:30,15,32,35,58,56,56,0,16,30,1,Tuesday,FALSE,82
2025/11/4 16:35,18,36,37,77,69,65,0,16,35,1,Tuesday,FALSE,91
2025/11/4 16:40,17,30,40,59,53,65,0,16,40,1,Tuesday,FALSE,87
2025/11/4 16:45,18,38,50,68,74,74,0,16,45,1,Tuesday,FALSE,106
2025/11/4 16:50,18,21,37,62,68,67,0,16,50,1,Tuesday,FALSE,76
2025/11/4 16:55,20,28,40,72,67,68,0,16,55,1,Tuesday,FALSE,88
2025/11/4 17:00,17,40,38,74,69,64,0,17,0,1,Tuesday,FALSE,95
2025/11/4 17:05,15,37,38,66,69,62,0,17,5,1,Tuesday,FALSE,90
2025/11/4 17:10,18,20,37,52,52,62,0,17,10,1,Tuesday,FALSE,75
2025/11/4 17:15,9,35,35,74,70,63,0,17,15,1,Tuesday,FALSE,79
2025/11/4 17:20,16,21,37,56,63,53,0,17,20,1,Tuesday,FALSE,74
2025/11/4 17:25,25,30,52,69,57,70,0,17,25,1,Tuesday,FALSE,107
2025/11/4 17:30,18,32,45,65,81,77,0,17,30,1,Tuesday,FALSE,95
2025/11/4 17:35,14,34,33,75,70,62,0,17,35,1,Tuesday,FALSE,81
2025/11/4 17:40,14,29,42,54,57,59,0,17,40,1,Tuesday,FALSE,85
2025/11/4 17:45,14,22,34,56,65,60,0,17,45,1,Tuesday,FALSE,70
2025/11/4 17:50,14,32,35,45,37,51,0,17,50,1,Tuesday,FALSE,81
2025/11/4 17:55,15,30,35,69,66,65,0,17,55,1,Tuesday,FALSE,80
2025/11/4 18:00,9,74,31,91,85,73,0,18,0,1,Tuesday,FALSE,114
2025/11/4 18:05,16,54,44,70,79,78,0,18,5,1,Tuesday,FALSE,114
2025/11/4 18:10,11,65,38,86,83,77,0,18,10,1,Tuesday,FALSE,114
2025/11/4 18:15,11,65,35,78,64,77,0,18,15,1,Tuesday,FALSE,111
2025/11/4 18:20,19,78,43,85,82,82,0,18,20,1,Tuesday,FALSE,140
2025/11/4 18:25,7,88,30,95,82,83,0,18,25,1,Tuesday,FALSE,125
2025/11/4 18:30,13,92,36,150,111,80,0,18,30,1,Tuesday,FALSE,141
2025/11/4 18:35,14,98,31,143,190,83,0,18,35,1,Tuesday,FALSE,143
2025/11/4 18:40,10,90,29,130,115,83,0,18,40,1,Tuesday,FALSE,129
2025/11/4 18:45,8,85,28,121,105,79,0,18,45,1,Tuesday,FALSE,121
2025/11/4 18:50,8,90,28,116,112,83,0,18,50,1,Tuesday,FALSE,126
2025/11/4 18:55,13,94,39,114,105,83,0,18,55,1,Tuesday,FALSE,146
2025/11/4 19:00,11,89,24,116,121,78,0,19,0,1,Tuesday,FALSE,124
2025/11/4 19:05,10,89,29,118,122,83,0,19,5,1,Tuesday,FALSE,128
2025/11/4 19:10,11,83,35,111,83,82,0,19,10,1,Tuesday,FALSE,129
2025/11/4 19:15,9,82,25,95,107,78,0,19,15,1,Tuesday,FALSE,116
2025/11/4 19:20,5,84,26,101,84,74,0,19,20,1,Tuesday,FALSE,115
2025/11/4 19:25,14,85,30,86,85,79,0,19,25,1,Tuesday,FALSE,129
2025/11/4 19:30,10,64,33,90,79,77,0,19,30,1,Tuesday,FALSE,107
2025/11/4 19:35,6,69,24,71,80,74,0,19,35,1,Tuesday,FALSE,99
2025/11/4 19:40,10,53,30,64,55,60,0,19,40,1,Tuesday,FALSE,93
2025/11/4 19:45,10,44,24,54,47,55,0,19,45,1,Tuesday,FALSE,78
2025/11/4 19:50,6,43,23,53,49,56,0,19,50,1,Tuesday,FALSE,72
2025/11/4 19:55,10,36,23,51,52,48,0,19,55,1,Tuesday,FALSE,69
2025/11/4 20:00,6,38,21,49,49,45,0,20,0,1,Tuesday,FALSE,65
2025/11/4 20:05,5,46,23,63,61,55,0,20,5,1,Tuesday,FALSE,74
2025/11/4 20:10,9,27,23,47,44,49,0,20,10,1,Tuesday,FALSE,59
2025/11/4 20:15,5,32,19,50,41,46,0,20,15,1,Tuesday,FALSE,56
2025/11/4 20:20,10,31,27,49,53,48,0,20,20,1,Tuesday,FALSE,68
2025/11/4 20:25,8,14,18,32,29,37,0,20,25,1,Tuesday,FALSE,40
2025/11/4 20:30,7,24,18,40,31,37,0,20,30,1,Tuesday,FALSE,49
2025/11/4 20:35,9,16,23,43,42,33,0,20,35,1,Tuesday,FALSE,48
2025/11/4 20:40,3,20,11,25,28,33,0,20,40,1,Tuesday,FALSE,34
2025/11/4 20:45,5,19,19,31,27,34,0,20,45,1,Tuesday,FALSE,43
2025/11/4 20:50,2,22,15,29,24,32,0,20,50,1,Tuesday,FALSE,39
2025/11/4 20:55,4,16,16,24,28,35,0,20,55,1,Tuesday,FALSE,36
2025/11/4 21:00,2,24,18,35,27,38,0,21,0,1,Tuesday,FALSE,44
2025/11/4 21:05,2,18,12,30,37,29,0,21,5,1,Tuesday,FALSE,32
2025/11/4 21:10,8,15,16,28,19,28,0,21,10,1,Tuesday,FALSE,39
2025/11/4 21:15,3,13,19,23,27,36,0,21,15,1,Tuesday,FALSE,35
2025/11/4 21:20,6,15,18,25,23,34,0,21,20,1,Tuesday,FALSE,39
2025/11/4 21:25,2,15,13,22,22,25,0,21,25,1,Tuesday,FALSE,30
2025/11/4 21:30,2,20,14,25,24,31,0,21,30,1,Tuesday,FALSE,36
2025/11/4 21:35,6,19,19,26,25,36,0,21,35,1,Tuesday,FALSE,44
2025/11/4 21:40,6,12,16,25,21,32,0,21,40,1,Tuesday,FALSE,34
2025/11/4 21:45,1,11,6,12,12,16,0,21,45,1,Tuesday,FALSE,18
2025/11/4 21:50,3,8,10,17,12,22,0,21,50,1,Tuesday,FALSE,21
2025/11/4 21:55,4,13,14,18,27,29,0,21,55,1,Tuesday,FALSE,31
2025/11/4 22:00,2,18,14,28,22,28,0,22,0,1,Tuesday,FALSE,34
2025/11/4 22:05,0,10,9,17,21,25,0,22,5,1,Tuesday,FALSE,19
2025/11/4 22:10,1,5,6,6,6,14,0,22,10,1,Tuesday,FALSE,12
2025/11/4 22:15,0,12,10,19,13,23,0,22,15,1,Tuesday,FALSE,22
2025/11/4 22:20,0,9,3,8,10,12,0,22,20,1,Tuesday,FALSE,12
2025/11/4 22:25,0,5,7,11,7,18,0,22,25,1,Tuesday,FALSE,12
2025/11/4 22:30,0,6,6,4,8,14,0,22,30,1,Tuesday,FALSE,12
2025/11/4 22:35,3,5,7,12,14,16,0,22,35,1,Tuesday,FALSE,15
2025/11/4 22:40,1,5,5,6,5,8,0,22,40,1,Tuesday,FALSE,11
2025/11/4 22:45,2,9,9,17,16,19,0,22,45,1,Tuesday,FALSE,20
2025/11/4 22:50,1,3,6,5,4,9,0,22,50,1,Tuesday,FALSE,10
2025/11/4 22:55,2,3,4,6,7,9,0,22,55,1,Tuesday,FALSE,9
2025/11/4 23:00,1,8,7,13,13,19,0,23,0,1,Tuesday,FALSE,16
2025/11/4 23:05,2,4,6,10,8,12,0,23,5,1,Tuesday,FALSE,12
2025/11/4 23:10,0,7,6,5,5,15,0,23,10,1,Tuesday,FALSE,13
2025/11/4 23:15,0,8,8,12,14,20,0,23,15,1,Tuesday,FALSE,16
2025/11/4 23:20,1,5,5,7,7,13,0,23,20,1,Tuesday,FALSE,11
2025/11/4 23:25,0,2,2,4,2,7,0,23,25,1,Tuesday,FALSE,4
2025/11/4 23:30,1,3,3,2,2,5,0,23,30,1,Tuesday,FALSE,7
2025/11/4 23:35,0,4,4,9,6,11,0,23,35,1,Tuesday,FALSE,8
2025/11/4 23:40,0,1,1,1,2,5,0,23,40,1,Tuesday,FALSE,2
2025/11/4 23:45,1,4,2,5,5,7,0,23,45,1,Tuesday,FALSE,7
2025/11/4 23:50,0,4,3,4,2,8,0,23,50,1,Tuesday,FALSE,7
2025/11/4 23:55,0,0,0,0,2,1,0,23,55,1,Tuesday,FALSE,0
2025/11/5 0:00,0,4,4,5,5,11,0,0,0,2,Wednesday,FALSE,8
2025/11/5 0:05,1,5,4,6,6,8,0,0,5,2,Wednesday,FALSE,10
2025/11/5 0:10,0,2,2,4,3,5,0,0,10,2,Wednesday,FALSE,4
2025/11/5 0:15,0,3,3,5,3,11,0,0,15,2,Wednesday,FALSE,6
2025/11/5 0:20,0,5,5,5,4,13,0,0,20,2,Wednesday,FALSE,10
2025/11/5 0:25,0,2,2,5,2,5,0,0,25,2,Wednesday,FALSE,4
2025/11/5 0:30,0,1,1,2,3,5,0,0,30,2,Wednesday,FALSE,2
2025/11/5 0:35,0,0,0,0,0,0,0,0,35,2,Wednesday,FALSE,0
2025/11/5 0:40,0,2,2,2,1,4,0,0,40,2,Wednesday,FALSE,4
2025/11/5 0:45,0,2,2,4,3,7,0,0,45,2,Wednesday,FALSE,4
2025/11/5 0:50,0,3,3,2,1,6,0,0,50,2,Wednesday,FALSE,6
2025/11/5 0:55,0,2,2,5,4,9,0,0,55,2,Wednesday,FALSE,4
2025/11/5 1:00,0,1,0,0,0,0,0,1,0,2,Wednesday,FALSE,1
2025/11/5 1:05,0,3,4,6,4,12,0,1,5,2,Wednesday,FALSE,7
2025/11/5 1:10,0,2,2,4,2,6,0,1,10,2,Wednesday,FALSE,4
2025/11/5 1:15,0,0,0,0,0,0,0,1,15,2,Wednesday,FALSE,0
2025/11/5 1:20,0,0,0,0,0,0,0,1,20,2,Wednesday,FALSE,0
2025/11/5 1:25,0,0,0,0,0,0,0,1,25,2,Wednesday,FALSE,0
2025/11/5 1:30,0,0,0,0,0,0,0,1,30,2,Wednesday,FALSE,0
2025/11/5 1:35,0,1,0,0,0,0,0,1,35,2,Wednesday,FALSE,1
2025/11/5 1:40,0,0,1,2,1,3,0,1,40,2,Wednesday,FALSE,1
2025/11/5 1:45,0,0,0,0,0,0,0,1,45,2,Wednesday,FALSE,0
2025/11/5 1:50,0,1,1,3,2,3,0,1,50,2,Wednesday,FALSE,2
2025/11/5 1:55,0,0,0,0,0,0,0,1,55,2,Wednesday,FALSE,0
2025/11/5 2:00,0,1,1,1,1,3,0,2,0,2,Wednesday,FALSE,2
2025/11/5 2:05,0,0,0,0,0,0,0,2,5,2,Wednesday,FALSE,0
2025/11/5 2:10,0,0,0,0,0,0,0,2,10,2,Wednesday,FALSE,0
2025/11/5 2:15,0,2,2,1,1,3,0,2,15,2,Wednesday,FALSE,4
2025/11/5 2:20,0,0,0,1,1,2,0,2,20,2,Wednesday,FALSE,0
2025/11/5 2:25,2,1,3,4,2,5,0,2,25,2,Wednesday,FALSE,6
2025/11/5 2:30,0,0,0,0,0,0,0,2,30,2,Wednesday,FALSE,0
2025/11/5 2:35,0,1,1,2,1,2,0,2,35,2,Wednesday,FALSE,2
2025/11/5 2:40,0,0,0,0,0,0,0,2,40,2,Wednesday,FALSE,0
2025/11/5 2:45,0,0,0,0,0,0,0,2,45,2,Wednesday,FALSE,0
2025/11/5 2:50,0,1,1,2,1,3,0,2,50,2,Wednesday,FALSE,2
2025/11/5 2:55,0,1,1,2,2,3,0,2,55,2,Wednesday,FALSE,2
2025/11/5 3:00,0,0,0,0,0,0,0,3,0,2,Wednesday,FALSE,0
2025/11/5 3:05,0,1,1,1,1,3,0,3,5,2,Wednesday,FALSE,2
2025/11/5 3:10,0,0,0,0,0,0,0,3,10,2,Wednesday,FALSE,0
2025/11/5 3:15,0,0,0,0,0,0,0,3,15,2,Wednesday,FALSE,0
2025/11/5 3:20,0,1,1,3,2,3,0,3,20,2,Wednesday,FALSE,2
2025/11/5 3:25,0,1,1,1,1,3,0,3,25,2,Wednesday,FALSE,2
2025/11/5 3:30,0,0,0,0,0,0,0,3,30,2,Wednesday,FALSE,0
2025/11/5 3:35,0,0,0,0,0,0,0,3,35,2,Wednesday,FALSE,0
2025/11/5 3:40,0,0,0,0,0,0,0,3,40,2,Wednesday,FALSE,0
2025/11/5 3:45,0,0,0,0,0,0,0,3,45,2,Wednesday,FALSE,0
2025/11/5 3:50,0,0,0,0,0,0,0,3,50,2,Wednesday,FALSE,0
2025/11/5 3:55,0,0,0,0,0,0,0,3,55,2,Wednesday,FALSE,0
2025/11/5 4:00,0,0,0,0,0,0,0,4,0,2,Wednesday,FALSE,0
2025/11/5 4:05,0,0,0,0,0,0,0,4,5,2,Wednesday,FALSE,0
2025/11/5 4:10,0,0,0,0,0,0,0,4,10,2,Wednesday,FALSE,0
2025/11/5 4:15,0,0,0,0,0,0,0,4,15,2,Wednesday,FALSE,0
2025/11/5 4:20,0,2,2,3,3,5,0,4,20,2,Wednesday,FALSE,4
2025/11/5 4:25,0,0,0,0,0,0,0,4,25,2,Wednesday,FALSE,0
2025/11/5 4:30,0,0,0,0,0,0,0,4,30,2,Wednesday,FALSE,0
2025/11/5 4:35,0,0,0,0,0,0,0,4,35,2,Wednesday,FALSE,0
2025/11/5 4:40,0,0,0,0,0,0,0,4,40,2,Wednesday,FALSE,0
2025/11/5 4:45,0,0,0,0,0,0,0,4,45,2,Wednesday,FALSE,0
2025/11/5 4:50,0,1,1,1,1,3,0,4,50,2,Wednesday,FALSE,2
2025/11/5 4:55,0,0,0,0,0,0,0,4,55,2,Wednesday,FALSE,0
2025/11/5 5:00,2,0,2,1,1,0,0,5,0,2,Wednesday,FALSE,4
2025/11/5 5:05,6,0,5,5,11,10,0,5,5,2,Wednesday,FALSE,11
2025/11/5 5:10,0,0,0,0,0,0,0,5,10,2,Wednesday,FALSE,0
2025/11/5 5:15,0,0,0,0,0,0,0,5,15,2,Wednesday,FALSE,0
2025/11/5 5:20,0,0,0,0,0,0,0,5,20,2,Wednesday,FALSE,0
2025/11/5 5:25,0,0,0,0,0,0,0,5,25,2,Wednesday,FALSE,0
2025/11/5 5:30,0,0,0,0,0,0,0,5,30,2,Wednesday,FALSE,0
2025/11/5 5:35,0,0,0,0,0,0,0,5,35,2,Wednesday,FALSE,0
2025/11/5 5:40,0,0,0,0,0,0,0,5,40,2,Wednesday,FALSE,0
2025/11/5 5:45,0,0,0,0,0,0,0,5,45,2,Wednesday,FALSE,0
2025/11/5 5:50,0,1,1,1,1,2,0,5,50,2,Wednesday,FALSE,2
2025/11/5 5:55,0,0,0,0,0,0,0,5,55,2,Wednesday,FALSE,0
2025/11/5 6:00,0,0,0,0,0,0,0,6,0,2,Wednesday,FALSE,0
2025/11/5 6:05,0,0,0,0,0,0,0,6,5,2,Wednesday,FALSE,0
2025/11/5 6:10,0,0,0,0,0,0,0,6,10,2,Wednesday,FALSE,0
2025/11/5 6:15,2,0,1,1,1,2,0,6,15,2,Wednesday,FALSE,3
2025/11/5 6:20,2,0,2,2,2,4,0,6,20,2,Wednesday,FALSE,4
2025/11/5 6:25,0,0,0,0,0,0,0,6,25,2,Wednesday,FALSE,0
